tasks,method,journal,label,field,field2,rjournal,ryear,rdoi,jid,type,year,wos_doi,arxiv_id,lag
['Decision Making'],[],scientometrics,2.0,"['Mathematics', 'Computer Science', 'Engineering']",['Computer Science'],AI Mag.,2016.0,10.1609/aimag.v38i3.2741,32.0,Article,2022.0,10.1007/s11192-022-04342-5,,6.0
['Decision Making'],[],international journal of information management,0.0,"['Mathematics', 'Computer Science', 'Engineering']",['Computer Science'],AI Mag.,2016.0,10.1609/aimag.v38i3.2741,1.0,Article,2022.0,10.1016/j.ijinfomgt.2021.102454,,6.0
['Decision Making'],[],ethics and information technology,0.0,"['Mathematics', 'Computer Science', 'Engineering']",['Computer Science'],AI Mag.,2016.0,10.1609/aimag.v38i3.2741,22.0,Article,2022.0,10.1007/s10676-022-09623-4,,6.0
['Decision Making'],[],information technology and libraries,1.0,"['Mathematics', 'Computer Science', 'Engineering']",['Computer Science'],AI Mag.,2016.0,10.1609/aimag.v38i3.2741,62.0,Article,2022.0,10.6017/ital.v41i2.14683,,6.0
['Decision Making'],[],information & management,0.0,"['Mathematics', 'Computer Science', 'Engineering']",['Computer Science'],AI Mag.,2016.0,10.1609/aimag.v38i3.2741,5.0,Article,2020.0,10.1016/j.im.2020.103387,,4.0
['Decision Making'],[],journal of global information technology management,0.0,['Computer Science'],['Computer Science'],Comput. Secur.,2016.0,10.1016/j.cose.2016.08.001,29.0,Article,2020.0,10.1080/1097198x.2020.1752084,,4.0
['Action Segmentation'],[],scientometrics,2.0,['Computer Science'],['Computer Science'],,2016.0,10.1007/978-3-319-49409-8_7,32.0,Article,2022.0,10.1007/s11192-022-04286-w,,6.0
"['Abstractive Text Summarization', 'Sentence Summarization', 'Summarization']",[],information processing & management,2.0,['Computer Science'],['Computer Science'],,2016.0,10.18653/v1/k16-1028,10.0,Article,2022.0,10.1016/j.ipm.2022.102913,,6.0
"['Abstractive Text Summarization', 'Sentence Summarization', 'Summarization']",[],information processing & management,2.0,['Computer Science'],['Computer Science'],,2016.0,10.18653/v1/k16-1028,10.0,Article,2021.0,10.1016/j.ipm.2020.102478,,5.0
"['Abstractive Text Summarization', 'Sentence Summarization', 'Summarization']",[],information processing & management,2.0,['Computer Science'],['Computer Science'],,2016.0,10.18653/v1/k16-1028,10.0,Article,2020.0,10.1016/j.ipm.2020.102359,,4.0
"['Abstractive Text Summarization', 'Sentence Summarization', 'Summarization']",[],information processing & management,2.0,['Computer Science'],['Computer Science'],,2016.0,10.18653/v1/k16-1028,10.0,Article,2020.0,10.1016/j.ipm.2020.102351,,4.0
"['Abstractive Text Summarization', 'Sentence Summarization', 'Summarization']",[],scientometrics,2.0,['Computer Science'],['Computer Science'],,2016.0,10.18653/v1/k16-1028,32.0,Article,2020.0,10.1007/s11192-020-03630-2,,4.0
"['Abstractive Text Summarization', 'Sentence Summarization', 'Summarization']",[],information processing & management,2.0,['Computer Science'],['Computer Science'],,2016.0,10.18653/v1/k16-1028,10.0,Article,2020.0,10.1016/j.ipm.2019.102123,,4.0
"['Abstractive Text Summarization', 'Sentence Summarization', 'Summarization']",[],journal of the association for information science and technology,2.0,['Computer Science'],['Computer Science'],,2016.0,10.18653/v1/k16-1028,39.0,Article,2018.0,10.1002/asi.24067,,2.0
"['Classification', 'Community Detection', 'General Classification']",[],journal of information science,2.0,"['Mathematics', 'Computer Science']",['Computer Science'],IEEE Transactions on Network Science and Engineering,2015.0,10.1109/tnse.2016.2634322,30.0,Article,2019.0,10.1177/0165551518808198,,4.0
['Learning-To-Rank'],['LDA'],information processing & management,2.0,['Computer Science'],['Computer Science'],Proceedings of the 25th ACM International on Conference on Information and Knowledge Management,2016.0,10.1145/2983323.2983702,10.0,Article,2020.0,10.1016/j.ipm.2019.102143,,4.0
['Learning-To-Rank'],['LDA'],information processing & management,2.0,['Computer Science'],['Computer Science'],Proceedings of the 25th ACM International on Conference on Information and Knowledge Management,2016.0,10.1145/2983323.2983702,10.0,Article,2020.0,10.1016/j.ipm.2019.102109,,4.0
['Learning-To-Rank'],['LDA'],information processing & management,2.0,['Computer Science'],['Computer Science'],Proceedings of the 25th ACM International on Conference on Information and Knowledge Management,2016.0,10.1145/2983323.2983702,10.0,Article,2020.0,10.1016/j.ipm.2020.102216,,4.0
['Learning-To-Rank'],['LDA'],information processing & management,2.0,['Computer Science'],['Computer Science'],Proceedings of the 25th ACM International on Conference on Information and Knowledge Management,2016.0,10.1145/2983323.2983702,10.0,Article,2019.0,10.1016/j.ipm.2018.10.015,,3.0
"['Arabic Sentiment Analysis', 'Sentiment Analysis', 'Subjectivity Analysis']",[],journal of the association for information systems,0.0,,['Computer Science'],Social Network Analysis and Mining,2016.0,10.1007/s13278-016-0381-6,16.0,Article,2022.0,10.17705/1jais.00749,,6.0
[],[],scientometrics,2.0,"['Computer Science', 'Medicine']",['Linguistics'],PLoS ONE,2016.0,10.1371/journal.pone.0173614,32.0,Review,2021.0,10.1007/s11192-020-03785-y,,5.0
['Gesture Recognition'],[],journal of global information management,2.0,['Computer Science'],['Computer Science'],Int. J. Ambient Comput. Intell.,2016.0,10.4018/ijaci.2016070104,57.0,Article,2017.0,10.4018/jgim.2017100107,,1.0
"['General Classification', 'Image Classification']","['Auxiliary Classifier', 'Inception-v3 Module', 'Residual Connection', 'Dense Connections', 'Label Smoothing', 'Inception-v3', 'ReLU', '1x1 Convolution', 'Batch Normalization', 'Inception-ResNet-v2 Reduction-B', 'Inception-ResNet-v2-A', 'Inception-ResNet-v2-B', 'Inception-ResNet-v2-C', 'Inception-ResNet-v2', 'Exponential Decay', 'RMSProp', 'Reduction-B', 'Inception-C', 'Inception-B', 'Average Pooling', 'Dropout', 'Softmax', 'Inception-v4', 'Reduction-A', 'Inception-A', 'Bottleneck Residual Block', 'Global Average Pooling', 'Residual Block', 'Kaiming Initialization', 'Max Pooling', 'Convolution', 'ResNet']",journal of the american medical informatics association,0.0,['Computer Science'],['Computer Science'],ArXiv,2016.0,10.1609/aaai.v31i1.11231,21.0,Article,2020.0,10.1093/jamia/ocaa017,,4.0
"['General Classification', 'Image Classification']","['Auxiliary Classifier', 'Inception-v3 Module', 'Residual Connection', 'Dense Connections', 'Label Smoothing', 'Inception-v3', 'ReLU', '1x1 Convolution', 'Batch Normalization', 'Inception-ResNet-v2 Reduction-B', 'Inception-ResNet-v2-A', 'Inception-ResNet-v2-B', 'Inception-ResNet-v2-C', 'Inception-ResNet-v2', 'Exponential Decay', 'RMSProp', 'Reduction-B', 'Inception-C', 'Inception-B', 'Average Pooling', 'Dropout', 'Softmax', 'Inception-v4', 'Reduction-A', 'Inception-A', 'Bottleneck Residual Block', 'Global Average Pooling', 'Residual Block', 'Kaiming Initialization', 'Max Pooling', 'Convolution', 'ResNet']",journal of the american medical informatics association,0.0,['Computer Science'],['Computer Science'],ArXiv,2016.0,10.1609/aaai.v31i1.11231,21.0,Article,2018.0,10.1093/jamia/ocy098,,2.0
"['Machine Translation', 'Text Summarization', 'Translation']",['Softmax'],information processing & management,2.0,['Computer Science'],['Computer Science'],ArXiv,2016.0,10.18653/v1/p16-1014,10.0,Article,2020.0,10.1016/j.ipm.2020.102351,,4.0
"['Android Malware Detection', 'Classification', 'General Classification', 'Malware Detection']",[],scientometrics,2.0,['Computer Science'],['Computer Science'],IET Inf. Secur.,2016.0,10.1049/iet-ifs.2013.0095,32.0,Article,2021.0,10.1007/s11192-020-03834-6,,5.0
"['Android Malware Detection', 'Classification', 'General Classification', 'Malware Detection']",[],journal of global information management,2.0,['Computer Science'],['Computer Science'],IET Inf. Secur.,2016.0,10.1049/iet-ifs.2013.0095,57.0,Article,2018.0,10.4018/jgim.2018070105,,2.0
['Recommendation Systems'],[],information processing & management,2.0,['Computer Science'],['Computer Science'],2016 IEEE International Conference on Big Data (Big Data),2016.0,10.1109/bigdata.2016.7840682,10.0,Article,2020.0,10.1016/j.ipm.2020.102366,,4.0
"['Scene Parsing', 'Semantic Segmentation']",[],international journal of geographical information science,2.0,['Computer Science'],['Computer Science'],International Journal of Computer Vision,2016.0,10.1007/s11263-018-1140-0,27.0,Article,2021.0,10.1080/13658816.2020.1847288,,5.0
"['Scene Parsing', 'Semantic Segmentation']",[],international journal of geographical information science,2.0,['Computer Science'],['Computer Science'],International Journal of Computer Vision,2016.0,10.1007/s11263-018-1140-0,27.0,Article,2019.0,10.1080/13658816.2019.1643024,,3.0
['Face Recognition'],"['1x1 Convolution', 'Convolution', 'Local Response Normalization', 'Grouped Convolution', 'ReLU', 'Dropout', 'Dense Connections', 'Max Pooling', 'Softmax', 'AlexNet']",international journal of geographical information science,2.0,['Computer Science'],['Computer Science'],2016 International Conference of the Biometrics Special Interest Group (BIOSIG),2016.0,10.1109/biosig.2016.7736924,27.0,Article,2020.0,10.1080/13658816.2019.1696968,,4.0
"['Aerial Scene Classification', 'Classification', 'General Classification', 'Scene Classification']",[],international journal of geographical information science,2.0,['Computer Science'],"['Environmental Science', 'Mathematics', 'Computer Science']",IEEE Transactions on Geoscience and Remote Sensing,2016.0,10.1109/tgrs.2017.2685945,27.0,Article,2022.0,10.1080/13658816.2022.2087223,,6.0
"['General Classification', 'Image Classification', 'object-detection', 'Object Detection']","['ReLU', 'Batch Normalization', 'Average Pooling', '1x1 Convolution', 'RPN', 'Softmax', 'RoIPool', 'Faster R-CNN', 'Global Average Pooling', 'Bottleneck Residual Block', 'Residual Block', 'Kaiming Initialization', 'ResNet', 'Max Pooling', 'Convolution']",information & management,0.0,"['Computer Science', 'Medicine']",['Computer Science'],IEEE Transactions on Pattern Analysis and Machine Intelligence,2015.0,10.1109/tpami.2016.2601099,5.0,Article,2022.0,10.1016/j.im.2022.103682,,7.0
"['Counterfactual Inference', 'Learning-To-Rank', 'Retrieval']",['SVM'],information processing & management,2.0,['Computer Science'],['Computer Science'],Proceedings of the Tenth ACM International Conference on Web Search and Data Mining,2016.0,10.1145/3018661.3018699,10.0,Article,2022.0,10.1016/j.ipm.2022.102962,,6.0
"['Counterfactual Inference', 'Learning-To-Rank', 'Retrieval']",['SVM'],information processing & management,2.0,['Computer Science'],['Computer Science'],Proceedings of the Tenth ACM International Conference on Web Search and Data Mining,2016.0,10.1145/3018661.3018699,10.0,Article,2022.0,10.1016/j.ipm.2022.103007,,6.0
"['Counterfactual Inference', 'Learning-To-Rank', 'Retrieval']",['SVM'],journal of the association for information science and technology,2.0,['Computer Science'],['Computer Science'],Proceedings of the Tenth ACM International Conference on Web Search and Data Mining,2016.0,10.1145/3018661.3018699,39.0,Article,2022.0,10.1002/asi.24648,,6.0
"['Counterfactual Inference', 'Learning-To-Rank', 'Retrieval']",['SVM'],international journal of information management,0.0,['Computer Science'],['Computer Science'],Proceedings of the Tenth ACM International Conference on Web Search and Data Mining,2016.0,10.1145/3018661.3018699,1.0,Editorial Material,2021.0,10.1016/j.ijinfomgt.2021.102387,,5.0
['regression'],[],information technology & people,0.0,['Computer Science'],['Computer Science'],ArXiv,2016.0,10.1007/978-3-319-46448-0_45,28.0,Article; Early Access,2021.0,10.1108/itp-07-2020-0534,,5.0
"['Color Image Denoising', 'Denoising', 'Image Deblocking', 'Image Denoising', 'Image Super-Resolution', 'JPEG Artifact Correction', 'Super-Resolution']",['SPEED'],journal of global information management,2.0,"['Computer Science', 'Medicine']",['Computer Science'],IEEE Transactions on Image Processing,2016.0,10.1109/tip.2017.2662206,57.0,Article,2022.0,10.4018/jgim.300821,,6.0
['Retrieval'],[],information processing & management,2.0,['Computer Science'],['Computer Science'],2017 IEEE Winter Conference on Applications of Computer Vision (WACV),2016.0,10.1109/wacv.2017.85,10.0,Article,2020.0,10.1016/j.ipm.2020.102276,,4.0
"['Pose Estimation', 'Retrieval']",[],information processing & management,2.0,['Computer Science'],"['Computer Science', 'Art']",ArXiv,2016.0,10.1007/978-3-319-46475-6_15,10.0,Article,2020.0,10.1016/j.ipm.2020.102276,,4.0
['Language Identification'],[],information processing & management,2.0,['Computer Science'],['Computer Science'],ArXiv,2016.0,10.18653/v1/w16-6212,10.0,Article,2019.0,10.1016/j.ipm.2018.09.009,,3.0
"['Emotion Recognition in Conversation', 'General Classification', 'Sentiment Analysis', 'Text Classification']",[],information processing & management,2.0,['Computer Science'],['Computer Science'],ArXiv,2016.0,10.18653/v1/e17-2068,10.0,Article,2022.0,10.1016/j.ipm.2022.102946,,6.0
"['Emotion Recognition in Conversation', 'General Classification', 'Sentiment Analysis', 'Text Classification']",[],international journal of geographical information science,2.0,['Computer Science'],['Computer Science'],ArXiv,2016.0,10.18653/v1/e17-2068,27.0,Review,2022.0,10.1080/13658816.2022.2048835,,6.0
"['Emotion Recognition in Conversation', 'General Classification', 'Sentiment Analysis', 'Text Classification']",[],information processing & management,2.0,['Computer Science'],['Computer Science'],ArXiv,2016.0,10.18653/v1/e17-2068,10.0,Article,2022.0,10.1016/j.ipm.2021.102863,,6.0
"['Emotion Recognition in Conversation', 'General Classification', 'Sentiment Analysis', 'Text Classification']",[],journal of the american medical informatics association,0.0,['Computer Science'],['Computer Science'],ArXiv,2016.0,10.18653/v1/e17-2068,21.0,Article,2021.0,10.1093/jamia/ocab186,,5.0
"['Emotion Recognition in Conversation', 'General Classification', 'Sentiment Analysis', 'Text Classification']",[],scientometrics,2.0,['Computer Science'],['Computer Science'],ArXiv,2016.0,10.18653/v1/e17-2068,32.0,Article,2021.0,10.1007/s11192-021-04161-0,,5.0
"['Emotion Recognition in Conversation', 'General Classification', 'Sentiment Analysis', 'Text Classification']",[],information processing & management,2.0,['Computer Science'],['Computer Science'],ArXiv,2016.0,10.18653/v1/e17-2068,10.0,Review,2021.0,10.1016/j.ipm.2021.102681,,5.0
"['Emotion Recognition in Conversation', 'General Classification', 'Sentiment Analysis', 'Text Classification']",[],journal of the american medical informatics association,0.0,['Computer Science'],['Computer Science'],ArXiv,2016.0,10.18653/v1/e17-2068,21.0,Article,2021.0,10.1093/jamia/ocab114,,5.0
"['Emotion Recognition in Conversation', 'General Classification', 'Sentiment Analysis', 'Text Classification']",[],information processing & management,2.0,['Computer Science'],['Computer Science'],ArXiv,2016.0,10.18653/v1/e17-2068,10.0,Article,2021.0,10.1016/j.ipm.2021.102643,,5.0
"['Emotion Recognition in Conversation', 'General Classification', 'Sentiment Analysis', 'Text Classification']",[],journal of the american medical informatics association,0.0,['Computer Science'],['Computer Science'],ArXiv,2016.0,10.18653/v1/e17-2068,21.0,Article,2021.0,10.1093/jamia/ocab030,,5.0
"['Emotion Recognition in Conversation', 'General Classification', 'Sentiment Analysis', 'Text Classification']",[],information processing & management,2.0,['Computer Science'],['Computer Science'],ArXiv,2016.0,10.18653/v1/e17-2068,10.0,Article,2021.0,10.1016/j.ipm.2021.102599,,5.0
